"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.781212156E2,-3.779504552E1,1.449610368E2,5.425822080E1,1.860000014E0,2.871000061E2,3.216000080E0,3.000000000E0
1.791307091E2,-3.779504081E1,1.449610172E2,5.430303730E1,1.669999957E0,2.867999878E2,3.216000080E0,3.000000000E0
1.801141075E2,-3.779503704E1,1.449609995E2,5.443232644E1,1.590000033E0,2.832000122E2,3.216000080E0,3.000000000E0
1.811263411E2,-3.779503393E1,1.449609811E2,5.450369662E1,1.679999948E0,2.790000000E2,3.216000080E0,3.000000000E0
1.821094820E2,-3.779503105E1,1.449609622E2,5.459618650E1,1.649999976E0,2.792000122E2,3.216000080E0,3.000000000E0
1.831248788E2,-3.779502751E1,1.449609428E2,5.493312073E1,1.710000038E0,2.832999878E2,3.216000080E0,3.000000000E0
1.841247561E2,-3.779502414E1,1.449609236E2,5.522592693E1,1.700000048E0,2.832000122E2,3.216000080E0,3.000000000E0
1.851306472E2,-3.779502127E1,1.449609042E2,5.517651087E1,1.659999967E0,2.831000061E2,3.216000080E0,3.000000000E0
1.861233445E2,-3.779501924E1,1.449608859E2,5.478731305E1,1.639999986E0,2.777000122E2,3.216000080E0,3.000000000E0
1.871220407E2,-3.779501822E1,1.449608676E2,5.475627286E1,1.639999986E0,2.762999878E2,3.216000080E0,3.000000000E0
1.881269364E2,-3.779501721E1,1.449608488E2,5.498798991E1,1.620000005E0,2.778999939E2,3.216000080E0,3.000000000E0
1.891466431E2,-3.779501615E1,1.449608315E2,5.532230448E1,1.629999995E0,2.778999939E2,3.216000080E0,3.000000000E0
1.901215444E2,-3.779501601E1,1.449608141E2,5.509430531E1,1.620000005E0,2.652999878E2,3.216000080E0,3.000000000E0
1.911299996E2,-3.779501615E1,1.449607970E2,5.449478546E1,1.649999976E0,2.653999939E2,3.216000080E0,3.000000000E0
1.921267451E2,-3.779501582E1,1.449607801E2,5.433087182E1,1.629999995E0,2.656000061E2,3.216000080E0,3.000000000E0
1.931228794E2,-3.779501733E1,1.449607630E2,5.425662507E1,1.620000005E0,2.700000000E2,3.216000080E0,3.000000000E0
1.941348759E2,-3.779501906E1,1.449607459E2,5.421027214E1,1.590000033E0,2.648999939E2,3.216000080E0,3.000000000E0
1.951185076E2,-3.779502129E1,1.449607278E2,5.400071454E1,1.649999976E0,2.648999939E2,3.216000080E0,3.000000000E0
1.961216409E2,-3.779502438E1,1.449607091E2,5.367470560E1,1.649999976E0,2.622000122E2,3.216000080E0,3.000000000E0
1.971161376E2,-3.779502661E1,1.449606912E2,5.409942483E1,1.570000052E0,2.627000122E2,3.216000080E0,3.000000000E0
1.981396893E2,-3.779502904E1,1.449606736E2,5.474350473E1,1.690000057E0,2.602999878E2,3.216000080E0,3.000000000E0
1.991160216E2,-3.779503189E1,1.449606556E2,5.451600460E1,1.610000014E0,2.558999939E2,3.216000080E0,3.000000000E0
2.001167374E2,-3.779503551E1,1.449606377E2,5.482451764E1,1.629999995E0,2.558999939E2,3.216000080E0,3.000000000E0
2.011284365E2,-3.779504012E1,1.449606198E2,5.439511891E1,1.610000014E0,2.486000061E2,3.216000080E0,3.000000000E0
2.021235321E2,-3.779504652E1,1.449606022E2,5.435012489E1,1.620000005E0,2.456999969E2,3.216000080E0,3.000000000E0
2.031257689E2,-3.779505373E1,1.449605855E2,5.442665312E1,1.649999976E0,2.456999969E2,3.216000080E0,3.000000000E0
2.041270080E2,-3.779506183E1,1.449605687E2,5.428370191E1,1.649999976E0,2.406000061E2,3.216000080E0,3.000000000E0
2.051318489E2,-3.779507041E1,1.449605531E2,5.440771820E1,1.620000005E0,2.376000061E2,3.216000080E0,3.000000000E0
2.061414665E2,-3.779507957E1,1.449605381E2,5.465105895E1,1.679999948E0,2.375000000E2,3.216000080E0,3.000000000E0
2.071201992E2,-3.779508904E1,1.449605235E2,5.461882647E1,1.659999967E0,2.331000061E2,3.216000080E0,3.000000000E0
2.081148908E2,-3.779509928E1,1.449605090E2,5.445018278E1,1.669999957E0,2.328000031E2,3.216000080E0,3.000000000E0
2.091111256E2,-3.779511050E1,1.449604945E2,5.468644960E1,1.669999957E0,2.253000031E2,3.216000080E0,3.000000000E0
2.101212429E2,-3.779512303E1,1.449604807E2,5.490453090E1,1.720000029E0,2.253000031E2,3.216000080E0,3.000000000E0
2.111366342E2,-3.779513543E1,1.449604680E2,5.490953637E1,1.549999952E0,2.240000000E2,3.216000080E0,3.000000000E0
2.121306585E2,-3.779514793E1,1.449604564E2,5.580083179E1,1.570000052E0,2.233999939E2,3.216000080E0,3.000000000E0
2.131223477E2,-3.779516110E1,1.449604454E2,5.496550501E1,1.690000057E0,2.180000000E2,3.216000080E0,3.000000000E0
