Time measurement,Displacement,Primary force measurement
(s),(mm),(N)
"89.48000","298.18359","511.67126"
"89.50000","298.25021","511.79068"
"89.52000","298.31711","511.82355"
"89.54000","298.38370","511.87036"
"89.56000","298.45023","511.98550"
"89.58000","298.51709","511.96042"
"89.60000","298.58368","511.86533"
"89.62000","298.65021","511.84167"
"89.64000","298.71704","511.99155"
"89.66000","298.78378","512.12201"
"89.68000","298.85025","512.19366"
"89.70000","298.91702","512.34979"
"89.72000","298.98376","512.43677"
"89.74000","299.05023","512.48346"
"89.76000","299.11694","512.64307"
"89.78000","299.18378","512.62500"
"89.80000","299.25031","512.55603"
"89.82000","299.31693","512.58423"
"89.84000","299.38379","512.73041"
"89.86000","299.45035","512.74341"
"89.88000","299.51688","512.68011"
"89.90000","299.58371","513.03418"
"89.92000","299.65033","513.23389"
"89.94000","299.71686","513.09827"
"89.96000","299.78369","513.08441"
"89.98000","299.85043","513.25391"
"90.00000","299.91690","513.07208"
"90.02000","299.98367","513.23395"
"90.04000","300.05045","513.42035"
"90.06000","300.11691","513.50989"
"90.08000","300.18362","513.52594"
"90.10000","300.25046","513.68927"
"90.12000","300.31699","513.80530"
"90.14000","300.38361","513.68274"
"90.16000","300.45044","513.82562"
"90.18000","300.51703","513.96960"
"90.20000","300.58353","514.05280"
"90.22000","300.65036","514.15784"
"90.24000","300.71707","514.13470"
"90.26000","300.78357","514.07849"
"90.28000","300.85037","514.20886"
"90.30000","300.91711","514.26031"
"90.32000","300.98358","514.26410"
"90.34000","301.05026","514.46100"
"90.36000","301.11710","514.56836"
"90.38000","301.18362","514.93939"
"90.40000","301.25027","514.94122"
"90.42000","301.31714","514.79266"
"90.44000","301.38370","514.63464"
"90.46000","301.45026","514.73920"
"90.48000","301.51709","514.95386"
"90.50000","301.58368","515.21246"
"90.52000","301.65021","515.30182"
"90.54000","301.71701","515.09192"
"90.56000","301.78375","514.91278"
"90.58000","301.85022","515.18280"
"90.60000","301.91702","515.42041"
"90.62000","301.98380","515.34729"
"90.64000","302.05029","515.41016"
"90.66000","302.11694","515.59589"
"90.68000","302.18378","515.67480"
"90.70000","302.25027","515.66644"
"90.72000","302.31693","515.66449"
"90.74000","302.38379","515.76624"
"90.76000","302.45035","515.84546"
"90.78000","302.51688","515.81427"
"90.80000","302.58374","515.86877"
"90.82000","302.65036","516.13739"
"90.84000","302.71689","516.17694"
"90.86000","302.78366","516.32019"
"90.88000","302.85043","516.64746"
"90.90000","302.91687","516.50659"
"90.92000","302.98364","516.59479"
"90.94000","303.05045","516.63483"
"90.96000","303.11694","516.61224"
"90.98000","303.18359","516.81830"
"91.00000","303.25046","517.03809"
"91.02000","303.31699","516.79449"
"91.04000","303.38358","516.79498"
"91.06000","303.45041","516.85052"
"91.08000","303.51703","516.96936"
"91.10000","303.58353","517.13159"
"91.12000","303.65042","517.21375"
"91.14000","303.71704","517.11188"
"91.16000","303.78354","516.87341"
"91.18000","303.85031","517.13641"
"91.20000","303.91708","517.31165"
"91.22000","303.98361","517.40198"
"91.24000","304.05032","517.56848"
"91.26000","304.11713","517.76892"
"91.28000","304.18362","517.80322"
"91.30000","304.25024","517.61414"
"91.32000","304.31711","517.59985"
"91.34000","304.38367","517.79553"
"91.36000","304.45023","517.91602"
"91.38000","304.51706","517.88824"
"91.40000","304.58374","517.99438"
"91.42000","304.65021","518.35553"
"91.44000","304.71704","518.34491"
"91.46000","304.78372","518.13538"
"91.48000","304.85022","517.90161"
"91.50000","304.91699","517.90802"
"91.52000","304.98380","518.35400"
"91.54000","305.05026","518.62170"
"91.56000","305.11697","518.68011"
"91.58000","305.18378","518.73792"
"91.60000","305.25031","518.72638"
"91.62000","305.31689","518.61951"
"91.64000","305.38376","518.84027"
"91.66000","305.45035","519.24487"
"91.68000","305.51691","519.02930"
"91.70000","305.58377","518.90186"
"91.72000","305.65045","519.22974"
"91.74000","305.71689","519.23492"
"91.76000","305.78372","519.15881"
"91.78000","305.85037","519.41693"
"91.80000","305.91684","519.45697"
"91.82000","305.98361","519.48279"
"91.84000","306.05038","519.59363"
"91.86000","306.11691","519.69482"
"91.88000","306.18356","519.57513"
"91.90000","306.25046","519.65527"
"91.92000","306.31699","519.96002"
"91.94000","306.38358","520.11603"
"91.96000","306.45047","519.98340"
"91.98000","306.51706","520.13208"
"92.00000","306.58359","520.16705"
"92.02000","306.65039","520.28876"
"92.04000","306.71707","520.29681"
"92.06000","306.78357","520.29736"
"92.08000","306.85037","520.64795"
"92.10000","306.91711","520.57617"
"92.12000","306.98355","520.56641"
"92.14000","307.05029","520.72888"
"92.16000","307.11710","520.61829"
"92.18000","307.18362","520.44598"
"92.20000","307.25031","520.51575"
"92.22000","307.31714","520.77783"
"92.24000","307.38367","520.90881"
"92.26000","307.45023","520.87231"
"92.28000","307.51709","521.07751"
"92.30000","307.58368","520.99652"
"92.32000","307.65018","521.20563"
"92.34000","307.71701","521.22144"
"92.36000","307.78372","521.32355"
"92.38000","307.85025","521.34589"
"92.40000","307.91699","521.42847"
"92.42000","307.98380","521.55273"
"92.44000","308.05023","521.69098"
"92.46000","308.11694","521.62537"
"92.48000","308.18378","521.63959"
"92.50000","308.25031","521.57245"
"92.52000","308.31693","521.65125"
"92.54000","308.38376","521.99554"
"92.56000","308.45035","522.15576"
"92.58000","308.51688","522.21368"
"92.60000","308.58374","522.45667"
"92.62000","308.65039","522.63043"
"92.64000","308.71689","522.45490"
"92.66000","308.78372","522.23645"
"92.68000","308.85040","522.15338"
"92.70000","308.91690","522.16534"
"92.72000","308.98361","522.53229"
"92.74000","309.05045","522.74231"
"92.76000","309.11694","522.79938"
"92.78000","309.18359","522.60950"
"92.80000","309.25046","522.53357"
"92.82000","309.31696","522.91534"
"92.84000","309.38358","523.00024"
"92.86000","309.45041","523.12122"
"92.88000","309.51703","523.07782"
"92.90000","309.58356","523.08838"
"92.92000","309.65042","523.22382"
"92.94000","309.71710","523.50659"
"92.96000","309.78357","523.45508"
"92.98000","309.85037","523.29175"
"93.00000","309.91708","523.47162"
"93.02000","309.98358","523.58032"
"93.04000","310.05029","523.73816"
"93.06000","310.11710","523.86005"
"93.08000","310.18359","524.01086"
"93.10000","310.25021","524.01672"
"93.12000","310.31711","524.10706"
"93.14000","310.38367","524.15509"
"93.16000","310.45026","524.18231"
"93.18000","310.51709","524.16858"
"93.20000","310.58371","524.12250"
"93.22000","310.65021","524.35156"
"93.24000","310.71704","524.43713"
"93.26000","310.78372","524.41235"
"93.28000","310.85019","524.26935"
"93.30000","310.91696","524.32727"
"93.32000","310.98373","524.45856"
"93.34000","311.05026","524.37561"
"93.36000","311.11697","524.49878"
"93.38000","311.18381","525.03766"
"93.40000","311.25034","524.95612"
"93.42000","311.31693","524.96515"
"93.44000","311.38379","525.15009"
"93.46000","311.45032","525.35071"
"93.48000","311.51688","525.18805"
"93.50000","311.58374","525.20947"
"93.52000","311.65039","525.26270"
"93.54000","311.71689","525.41510"
"93.56000","311.78372","525.58832"
"93.58000","311.85043","525.91443"
"93.60000","311.91693","525.97681"
"93.62000","311.98367","525.94238"
"93.64000","312.05051","525.68280"
"93.66000","312.11694","525.70044"
"93.68000","312.18365","525.88184"
"93.70000","312.25043","526.10345"
"93.72000","312.31699","526.06360"
"93.74000","312.38354","525.98547"
"93.76000","312.45038","526.13153"
"93.78000","312.51697","526.35388"
"93.80000","312.58353","526.66034"
"93.82000","312.65039","526.54321"
"93.84000","312.71710","526.61560"
"93.86000","312.78357","526.69403"
"93.88000","312.85037","526.69897"
"93.90000","312.91711","526.88971"
"93.92000","312.98358","526.86401"
"93.94000","313.05026","526.86035"
"93.96000","313.11713","526.92456"
"93.98000","313.18359","526.87634"
"94.00000","313.25024","527.17871"
"94.02000","313.31708","527.32874"
"94.04000","313.38364","527.39374"
"94.06000","313.45023","527.46674"
"94.08000","313.51709","527.49121"
"94.10000","313.58374","527.42645"
"94.12000","313.65024","527.53992"
"94.14000","313.71707","527.79944"
"94.16000","313.78375","527.70099"
"94.18000","313.85022","527.80530"
"94.20000","313.91699","528.02582"
"94.22000","313.98376","527.94812"
"94.24000","314.05023","528.02887"
"94.26000","314.11694","528.23279"
"94.28000","314.18381","528.28888"
"94.30000","314.25031","528.38477"
"94.32000","314.31693","528.52307"
"94.34000","314.38376","528.60077"
"94.36000","314.45032","528.68127"
"94.38000","314.51685","528.36096"
"94.40000","314.58371","528.31366"
"94.42000","314.65039","528.54407"
"94.44000","314.71692","528.75348"
"94.46000","314.78369","528.60291"
"94.48000","314.85046","528.70752"
"94.50000","314.91690","528.83618"
"94.52000","314.98367","528.86292"
"94.54000","315.05038","529.18738"
"94.56000","315.11688","529.27081"
"94.58000","315.18359","529.34369"
"94.60000","315.25046","529.34119"
"94.62000","315.31702","529.37891"
"94.64000","315.38358","529.67230"
"94.66000","315.45044","529.71082"
"94.68000","315.51700","529.54785"
"94.70000","315.58353","529.57214"
"94.72000","315.65036","529.87903"
"94.74000","315.71704","529.82947"
"94.76000","315.78357","529.72742"
"94.78000","315.85034","529.87018"
"94.80000","315.91711","530.22321"
"94.82000","315.98355","530.43188"
"94.84000","316.05029","530.42688"
"94.86000","316.11710","530.44135"
"94.88000","316.18362","530.38782"
"94.90000","316.25027","530.52454"
"94.92000","316.31714","530.63452"
"94.94000","316.38370","530.58990"
"94.96000","316.45023","530.55505"
"94.98000","316.51709","530.56812"
"95.00000","316.58368","530.63269"
"95.02000","316.65018","530.75629"
"95.04000","316.71704","530.88226"
"95.06000","316.78375","531.04089"
"95.08000","316.85025","531.04327"
"95.10000","316.91702","531.04517"
"95.12000","316.98380","531.26660"
"95.14000","317.05029","531.22241"
"95.16000","317.11694","531.33667"
"95.18000","317.18381","531.25287"
"95.20000","317.25031","531.40973"
"95.22000","317.31693","531.56073"
"95.24000","317.38376","531.64764"
"95.26000","317.45035","531.51257"
"95.28000","317.51691","531.49506"
"95.30000","317.58374","531.51190"
"95.32000","317.65036","531.88007"
"95.34000","317.71686","532.29346"
"95.36000","317.78372","532.36914"
"95.38000","317.85043","532.47583"
"95.40000","317.91687","532.40021"
"95.42000","317.98364","532.12622"
"95.44000","318.05042","532.01910"
"95.46000","318.11697","532.10773"
"95.48000","318.18362","532.21729"
"95.50000","318.25049","532.57446"
"95.52000","318.31699","532.75055"
"95.54000","318.38358","532.64069"
"95.56000","318.45041","532.68732"
"95.58000","318.51703","532.57660"
"95.60000","318.58353","532.65411"
"95.62000","318.65036","532.70685"
"95.64000","318.71701","532.90558"
"95.66000","318.78348","533.06854"
"95.68000","318.85034","532.86810"
"95.70000","318.91708","532.80194"
"95.72000","318.98358","532.98621"
"95.74000","319.05032","533.16449"
"95.76000","319.11710","533.37415"
"95.78000","319.18362","533.30695"
"95.80000","319.25024","533.28802"
"95.82000","319.31714","533.29657"
"95.84000","319.38367","533.38867"
"95.86000","319.45026","533.71320"
"95.88000","319.51712","533.89532"
"95.90000","319.58371","533.82465"
"95.92000","319.65024","533.99640"
"95.94000","319.71704","534.10199"
"95.96000","319.78372","534.02881"
"95.98000","319.85022","533.98724"
"96.00000","319.91696","533.94666"
"96.02000","319.98380","534.32367"
"96.04000","320.05023","534.45825"
"96.06000","320.11697","534.36609"
"96.08000","320.18375","534.42297"
"96.10000","320.25027","534.48724"
"96.12000","320.31693","534.61853"
"96.14000","320.38379","534.82178"
"96.16000","320.45035","534.88165"
"96.18000","320.51688","534.76941"
"96.20000","320.58374","534.91925"
"96.22000","320.65039","535.09906"
"96.24000","320.71689","535.12225"
"96.26000","320.78366","535.24298"
"96.28000","320.85043","535.43463"
"96.30000","320.91690","535.49237"
"96.32000","320.98361","535.32703"
"96.34000","321.05045","535.20306"
"96.36000","321.11694","535.42358"
"96.38000","321.18362","535.66199"
"96.40000","321.25043","535.73846"
"96.42000","321.31699","535.74414"
"96.44000","321.38358","535.68121"
"96.46000","321.45041","535.88409"
"96.48000","321.51703","535.95642"
"96.50000","321.58353","535.99500"
"96.52000","321.65045","536.11255"
"96.54000","321.71707","536.32416"
"96.56000","321.78357","536.27759"
"96.58000","321.85037","536.28558"
"96.60000","321.91711","536.52295"
"96.62000","321.98361","536.64655"
"96.64000","322.05032","536.39899"
"96.66000","322.11713","536.40784"
"96.68000","322.18362","536.50159"
"96.70000","322.25024","536.51648"
"96.72000","322.31714","536.58887"
"96.74000","322.38364","536.84229"
"96.76000","322.45026","536.92188"
"96.78000","322.51709","536.93121"
"96.80000","322.58374","536.96613"
"96.82000","322.65027","536.99030"
"96.84000","322.71710","537.09564"
"96.86000","322.78372","537.24524"
"96.88000","322.85022","537.34381"
"96.90000","322.91699","537.22302"
"96.92000","322.98373","537.30457"
"96.94000","323.05020","537.50500"
"96.96000","323.11694","537.68884"
"96.98000","323.18378","537.56403"
"97.00000","323.25034","537.50696"
"97.02000","323.31693","537.76379"
"97.04000","323.38382","537.85547"
"97.06000","323.45035","538.08752"
"97.08000","323.51688","538.16309"
"97.10000","323.58371","538.21820"
"97.12000","323.65036","538.31927"
"97.14000","323.71686","538.22467"
"97.16000","323.78366","538.24805"
"97.18000","323.85040","538.27838"
"97.20000","323.91690","538.51196"
"97.22000","323.98367","538.58746"
"97.24000","324.05045","538.51459"
"97.26000","324.11694","538.53912"
"97.28000","324.18365","538.48120"
"97.30000","324.25046","538.65222"
"97.32000","324.31702","538.70197"
"97.34000","324.38354","538.93250"
"97.36000","324.45044","539.07935"
"97.38000","324.51700","539.17731"
"97.40000","324.58356","539.17908"
"97.42000","324.65039","539.28827"
"97.44000","324.71707","539.42969"
"97.46000","324.78354","539.40948"
"97.48000","324.85034","539.30292"
"97.50000","324.91711","539.55591"
"97.52000","324.98358","539.71912"
"97.54000","325.05029","539.74115"
"97.56000","325.11710","539.71265"
"97.58000","325.18359","539.88287"
"97.60000","325.25027","539.94238"
"97.62000","325.31711","540.00385"
"97.64000","325.38367","540.00269"
"97.66000","325.45026","540.04224"
"97.68000","325.51712","539.92548"
"97.70000","325.58377","540.15356"
"97.72000","325.65024","540.34998"
"97.74000","325.71707","540.51758"
"97.76000","325.78378","540.60175"
"97.78000","325.85022","540.67004"
"97.80000","325.91696","540.69312"
"97.82000","325.98376","540.73859"
"97.84000","326.05023","540.89404"
"97.86000","326.11694","540.81873"
"97.88000","326.18378","540.96088"
"97.90000","326.25027","541.19940"
"97.92000","326.31693","541.07062"
"97.94000","326.38376","541.29730"
"97.96000","326.45035","541.45685"
"97.98000","326.51691","541.39722"
"98.00000","326.58377","541.37939"
"98.02000","326.65042","541.41473"
"98.04000","326.71692","541.58325"
"98.06000","326.78372","541.70441"
"98.08000","326.85043","541.58124"
"98.10000","326.91690","541.43073"
"98.12000","326.98364","541.48810"
"98.14000","327.05045","541.63501"
"98.16000","327.11691","541.80609"
"98.18000","327.18359","541.76550"
"98.20000","327.25043","541.80371"
"98.22000","327.31699","542.01550"
"98.24000","327.38358","542.23596"
"98.26000","327.45044","542.09753"
"98.28000","327.51703","542.19037"
"98.30000","327.58356","542.41083"
"98.32000","327.65039","542.57941"
"98.34000","327.71707","542.53491"
"98.36000","327.78357","542.40021"
"98.38000","327.85034","542.47925"
"98.40000","327.91711","542.59473"
"98.42000","327.98358","542.79401"
"98.44000","328.05032","542.72888"
"98.46000","328.11716","542.72894"
"98.48000","328.18362","542.82330"
"98.50000","328.25027","542.85388"
"98.52000","328.31708","542.97760"
"98.54000","328.38367","542.91284"
"98.56000","328.45020","542.98193"
"98.58000","328.51706","543.13745"
"98.60000","328.58365","543.28839"
"98.62000","328.65018","543.48431"
"98.64000","328.71701","543.70801"
"98.66000","328.78378","543.71924"
"98.68000","328.85028","543.77594"
"98.70000","328.91702","544.07452"
"98.72000","328.98380","543.91644"
"98.74000","329.05029","544.04193"
"98.76000","329.11697","544.05194"
"98.78000","329.18381","544.10022"
"98.80000","329.25031","544.06171"
"98.82000","329.31693","544.07788"
"98.84000","329.38373","544.04553"
"98.86000","329.45032","544.12305"
"98.88000","329.51685","544.53284"
"98.90000","329.58377","544.67340"
"98.92000","329.65042","544.57574"
"98.94000","329.71692","544.62939"
"98.96000","329.78375","544.75653"
"98.98000","329.85043","544.82660"
"99.00000","329.91690","544.86517"
"99.02000","329.98361","544.77350"
"99.04000","330.05042","545.06769"
"99.06000","330.11691","545.18622"
"99.08000","330.18356","545.26337"
"99.10000","330.25043","545.34644"
"99.12000","330.31699","545.46613"
"99.14000","330.38361","545.50714"
"99.16000","330.45044","545.54779"
"99.18000","330.51706","545.43854"
"99.20000","330.58356","545.51080"
"99.22000","330.65042","545.75403"
"99.24000","330.71710","545.89722"
"99.26000","330.78357","546.07806"
"99.28000","330.85037","546.21838"
"99.30000","330.91708","546.23108"
"99.32000","330.98358","545.99390"
"99.34000","331.05029","545.96393"
"99.36000","331.11710","546.33929"
"99.38000","331.18362","546.52484"
"99.40000","331.25027","546.64661"
"99.42000","331.31714","546.60736"
"99.44000","331.38367","546.70142"
"99.46000","331.45023","546.71240"
"99.48000","331.51703","546.60828"
"99.50000","331.58365","546.79529"
"99.52000","331.65021","546.75427"
"99.54000","331.71704","547.03552"
"99.56000","331.78378","547.09192"
"99.58000","331.85025","546.98419"
"99.60000","331.91702","547.06073"
"99.62000","331.98380","547.33032"
"99.64000","332.05026","547.34766"
"99.66000","332.11697","547.41370"
"99.68000","332.18378","547.45337"
"99.70000","332.25031","547.38892"
"99.72000","332.31693","547.58514"
"99.74000","332.38379","547.68945"
"99.76000","332.45035","547.80878"
"99.78000","332.51691","547.70435"
"99.80000","332.58374","547.79242"
"99.82000","332.65036","547.82306"
"99.84000","332.71689","547.91632"
"99.86000","332.78369","548.25751"
"99.88000","332.85046","548.36365"
"99.90000","332.91690","548.29956"
"99.92000","332.98364","548.31342"
"99.94000","333.05042","548.37067"
"99.96000","333.11691","548.28033"
"99.98000","333.18359","548.35266"
"100.00000","333.25043","548.54120"
"100.02000","333.31696","548.48218"
"100.04000","333.38354","548.59515"
"100.06000","333.45044","548.88464"
"100.08000","333.51703","548.98444"
"100.10000","333.58353","549.02972"
"100.12000","333.65039","549.00848"
"100.14000","333.71704","549.12390"
"100.16000","333.78357","549.40247"
"100.18000","333.85037","549.43781"
"100.20000","333.91714","549.49689"
"100.22000","333.98361","549.40967"
"100.24000","334.05029","549.40076"
"100.26000","334.11713","549.36713"
"100.28000","334.18362","549.30646"
"100.30000","334.25027","549.32074"
"100.32000","334.31711","549.60742"
"100.34000","334.38367","549.93634"
"100.36000","334.45026","549.76001"
"100.38000","334.51709","549.76404"
"100.40000","334.58371","549.91504"
"100.42000","334.65021","550.06177"
"100.44000","334.71704","550.18805"
"100.46000","334.78372","550.09460"
"100.48000","334.85019","550.31329"
"100.50000","334.91699","550.47485"
"100.52000","334.98376","550.38855"
"100.54000","335.05026","550.35028"
"100.56000","335.11697","550.53656"
"100.58000","335.18381","550.72101"
"100.60000","335.25031","550.77570"
"100.62000","335.31693","550.87207"
"100.64000","335.38379","551.09363"
"100.66000","335.45035","550.95947"
"100.68000","335.51691","550.69965"
"100.70000","335.58371","550.93433"
"100.72000","335.65036","551.14050"
"100.74000","335.71686","551.11249"
"100.76000","335.78369","551.29742"
"100.78000","335.85040","551.41833"
"100.80000","335.91690","551.41260"
"100.82000","335.98367","551.59119"
"100.84000","336.05045","551.95038"
"100.86000","336.11697","551.84601"
"100.88000","336.18359","551.62152"
"100.90000","336.25046","551.71313"
"100.92000","336.31699","551.68195"
"100.94000","336.38358","551.75385"
"100.96000","336.45044","552.03925"
"100.98000","336.51703","552.27240"
"101.00000","336.58356","551.94330"
"101.02000","336.65039","551.95227"
"101.04000","336.71707","552.10132"
"101.06000","336.78357","552.04260"
"101.08000","336.85034","552.04974"
"101.10000","336.91711","552.17645"
"101.12000","336.98355","552.42877"
"101.14000","337.05032","552.61639"
"101.16000","337.11713","552.81299"
"101.18000","337.18365","552.81384"
"101.20000","337.25027","552.72064"
"101.22000","337.31711","552.95178"
"101.24000","337.38367","553.03882"
"101.26000","337.45023","553.00098"
"101.28000","337.51709","553.06921"
"101.30000","337.58371","553.15515"
"101.32000","337.65024","553.14410"
"101.34000","337.71704","553.01758"
"101.36000","337.78372","553.20386"
"101.38000","337.85022","553.38916"
"101.40000","337.91696","553.21619"
"101.42000","337.98376","553.28125"
"101.44000","338.05023","553.45599"
"101.46000","338.11697","553.53546"
"101.48000","338.18375","553.49609"
"101.50000","338.25027","553.60028"
"101.52000","338.31689","553.56531"
"101.54000","338.38379","553.88116"
"101.56000","338.45035","554.01788"
"101.58000","338.51688","553.99445"
"101.60000","338.58374","553.95758"
"101.62000","338.65039","554.16766"
"101.64000","338.71689","554.13831"
"101.66000","338.78372","554.33948"
"101.68000","338.85040","554.54742"
"101.70000","338.91690","554.45203"
"101.72000","338.98364","554.37006"
"101.74000","339.05048","554.50781"
"101.76000","339.11694","554.57306"
"101.78000","339.18362","554.77075"
"101.80000","339.25046","554.95825"
"101.82000","339.31699","554.79926"
"101.84000","339.38358","554.80481"
"101.86000","339.45044","554.93793"
"101.88000","339.51703","554.88861"
"101.90000","339.58359","554.93054"
"101.92000","339.65039","555.07697"
"101.94000","339.71710","555.24268"
"101.96000","339.78354","555.26379"
"101.98000","339.85031","555.23499"
"102.00000","339.91702","555.28558"
"102.02000","339.98352","555.24811"
"102.04000","340.05026","555.28467"
"102.06000","340.11710","555.65845"
"102.08000","340.18362","555.88525"
"102.10000","340.25027","555.99530"
"102.12000","340.31711","556.21448"
"102.14000","340.38364","556.18518"
"102.16000","340.45023","556.15814"
"102.18000","340.51709","556.07642"
"102.20000","340.58371","555.99799"
"102.22000","340.65021","556.05621"
"102.24000","340.71701","556.28351"
"102.26000","340.78372","556.28229"
"102.28000","340.85022","556.31134"
"102.30000","340.91699","556.40063"
"102.32000","340.98380","556.54285"
"102.34000","341.05026","556.54950"
"102.36000","341.11697","556.73163"
"102.38000","341.18378","556.66077"
"102.40000","341.25031","556.59204"
"102.42000","341.31693","556.72333"
"102.44000","341.38376","556.93677"
"102.46000","341.45032","557.26434"
"102.48000","341.51685","557.31299"
"102.50000","341.58377","557.33905"
"102.52000","341.65039","557.49146"
"102.54000","341.71689","557.59619"
"102.56000","341.78372","557.63147"
"102.58000","341.85043","557.49377"
"102.60000","341.91693","557.57214"
"102.62000","341.98367","557.62219"
"102.64000","342.05045","557.57629"
"102.66000","342.11691","557.63519"
"102.68000","342.18362","558.02039"
"102.70000","342.25046","557.94269"
"102.72000","342.31702","557.77930"
"102.74000","342.38361","557.93628"
"102.76000","342.45044","558.04041"
"102.78000","342.51706","558.05786"
"102.80000","342.58359","558.30695"
"102.82000","342.65042","558.74524"
"102.84000","342.71710","558.70929"
"102.86000","342.78354","558.60614"
"102.88000","342.85034","558.50208"
"102.90000","342.91705","558.49493"
"102.92000","342.98355","558.55658"
"102.94000","343.05026","558.69916"
"102.96000","343.11713","558.63031"
"102.98000","343.18362","558.78314"
"103.00000","343.25027","558.73773"
"103.02000","343.31711","558.89020"
"103.04000","343.38367","559.09082"
"103.06000","343.45023","559.13275"
"103.08000","343.51709","559.03906"
"103.10000","343.58371","558.99280"
"103.12000","343.65024","559.19537"
"103.14000","343.71707","559.68683"
"103.16000","343.78375","559.73077"
"103.18000","343.85022","559.50751"
"103.20000","343.91699","559.58722"
"103.22000","343.98373","559.55402"
"103.24000","344.05023","559.29651"
"103.26000","344.11691","559.49481"
"103.28000","344.18378","559.80109"
"103.30000","344.25034","559.89240"
"103.32000","344.31693","559.90686"
"103.34000","344.38379","560.02936"
"103.36000","344.45035","560.20941"
"103.38000","344.51688","560.33630"
"103.40000","344.58371","560.13635"
"103.42000","344.65036","560.06464"
"103.44000","344.71689","560.22589"
"103.46000","344.78369","560.35553"
"103.48000","344.85046","560.59064"
"103.50000","344.91690","560.57178"
"103.52000","344.98364","560.60089"
"103.54000","345.05045","560.88080"
"103.56000","345.11694","560.71509"
"103.58000","345.18362","560.66486"
"103.60000","345.25046","560.68750"
"103.62000","345.31699","560.91699"
"103.64000","345.38354","561.00336"
"103.66000","345.45041","561.22559"
"103.68000","345.51700","561.19531"
"103.70000","345.58353","561.39703"
"103.72000","345.65036","561.55261"
"103.74000","345.71707","561.49786"
"103.76000","345.78360","561.36749"
"103.78000","345.85037","561.34662"
"103.80000","345.91714","561.37537"
"103.82000","345.98355","561.43756"
"103.84000","346.05026","561.56323"
"103.86000","346.11710","561.75500"
"103.88000","346.18359","561.77045"
"103.90000","346.25024","562.07452"
"103.92000","346.31705","562.18414"
"103.94000","346.38364","562.13318"
"103.96000","346.45020","562.03558"
"103.98000","346.51712","562.09808"
"104.00000","346.58371","562.18042"
"104.02000","346.65024","562.37103"
"104.04000","346.71710","562.19983"
"104.06000","346.78378","562.36383"
"104.08000","346.85025","562.55682"
"104.10000","346.91702","562.76166"
"104.12000","346.98380","562.93109"
"104.14000","347.05029","562.95697"
"104.16000","347.11694","562.72064"
"104.18000","347.18381","562.74109"
"104.20000","347.25027","562.79596"
"104.22000","347.31696","562.72382"
"104.24000","347.38376","563.07739"
"104.26000","347.45038","563.28278"
"104.28000","347.51694","563.14331"
"104.30000","347.58377","563.21063"
"104.32000","347.65039","563.16895"
"104.34000","347.71686","563.09814"
"104.36000","347.78369","563.48999"
"104.38000","347.85040","563.54626"
"104.40000","347.91690","563.54626"
"104.42000","347.98367","563.70996"
"104.44000","348.05048","563.73474"
"104.46000","348.11694","563.71692"
"104.48000","348.18359","563.92926"
"104.50000","348.25046","563.84912"
"104.52000","348.31696","564.02930"
"104.54000","348.38358","563.95850"
"104.56000","348.45038","563.88293"
"104.58000","348.51700","564.09033"
"104.60000","348.58353","563.89154"
"104.62000","348.65042","563.82812"
"104.64000","348.71704","564.12384"
"104.66000","348.78354","564.34833"
"104.68000","348.85034","564.21948"
"104.70000","348.91708","564.45660"
"104.72000","348.98358","564.64130"
"104.74000","349.05032","564.58313"
"104.76000","349.11710","564.56409"
"104.78000","349.18359","564.59613"
"104.80000","349.25021","564.82776"
"104.82000","349.31714","564.88104"
"104.84000","349.38367","564.96246"
"104.86000","349.45023","565.09546"
"104.88000","349.51709","565.07758"
"104.90000","349.58371","565.22491"
"104.92000","349.65021","565.10657"
"104.94000","349.71707","565.19714"
"104.96000","349.78375","565.09998"
"104.98000","349.85022","565.12762"
"105.00000","349.91696","565.45782"
"105.02000","349.98376","565.40973"
"105.04000","350.05023","565.39789"
"105.06000","350.11694","565.76117"
"105.08000","350.18378","565.79462"
"105.10000","350.25031","565.79126"
"105.12000","350.31693","565.76086"
"105.14000","350.38379","565.89178"
"105.16000","350.45035","565.94128"
"105.18000","350.51691","566.02252"
"105.20000","350.58374","566.16486"
"105.22000","350.65039","566.35193"
"105.24000","350.71689","566.23120"
"105.26000","350.78369","566.16400"
"105.28000","350.85043","566.20288"
"105.30000","350.91690","566.45526"
"105.32000","350.98364","566.56396"
"105.34000","351.05045","566.49402"
"105.36000","351.11691","566.37744"
"105.38000","351.18362","566.44226"
"105.40000","351.25043","566.78918"
"105.42000","351.31699","567.00037"
"105.44000","351.38358","567.03729"
"105.46000","351.45044","567.05011"
"105.48000","351.51703","567.11749"
"105.50000","351.58356","567.14032"
"105.52000","351.65039","567.13721"
"105.54000","351.71704","567.09662"
"105.56000","351.78354","567.03851"
"105.58000","351.85034","567.05682"
"105.60000","351.91711","567.07574"
"105.62000","351.98358","567.27411"
"105.64000","352.05032","567.28113"
"105.66000","352.11716","567.40033"
"105.68000","352.18365","567.50671"
"105.70000","352.25031","567.46008"
"105.72000","352.31714","567.50360"
"105.74000","352.38364","567.76318"
"105.76000","352.45020","567.81842"
"105.78000","352.51703","567.89838"
"105.80000","352.58368","567.84094"
"105.82000","352.65018","567.94086"
"105.84000","352.71698","567.90979"
"105.86000","352.78375","568.11987"
"105.88000","352.85022","568.27466"
