"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
7.077405352E1,-3.779736980E1,1.449619718E2,5.692575548E1,8.700000048E-1,9.680000305E1,1.179199982E1,1.200000000E1
7.178383299E1,-3.779737272E1,1.449619926E2,5.746723482E1,1.200000048E0,1.014000015E2,1.072000027E1,8.000000000E0
7.278812435E1,-3.779737884E1,1.449620155E2,5.671202917E1,1.419999957E0,1.046999969E2,1.072000027E1,8.000000000E0
7.379265247E1,-3.779738513E1,1.449620404E2,5.576559775E1,1.529999971E0,1.010999985E2,1.072000027E1,8.000000000E0
7.478194513E1,-3.779738887E1,1.449620663E2,5.469641472E1,1.440000057E0,1.015999985E2,1.072000027E1,8.000000000E0
7.578065940E1,-3.779739347E1,1.449620880E2,5.439323244E1,1.059999943E0,1.089000015E2,1.072000027E1,8.000000000E0
7.678530263E1,-3.779739887E1,1.449621036E2,5.337680617E1,6.899999976E-1,1.190999985E2,1.072000027E1,8.000000000E0
7.779930721E1,-3.779740616E1,1.449621169E2,5.313340002E1,7.599999905E-1,1.416000061E2,1.072000027E1,8.000000000E0
7.877786898E1,-3.779741700E1,1.449621316E2,5.285570154E1,1.110000014E0,1.505000000E2,1.072000027E1,8.000000000E0
7.978830898E1,-3.779742285E1,1.449621442E2,5.312535331E1,2.300000042E-1,1.456999969E2,1.072000027E1,8.000000000E0
8.081221783E1,-3.779742368E1,1.449621578E2,5.362411295E1,6.600000262E-1,1.216999969E2,1.072000027E1,8.000000000E0
8.179004106E1,-3.779741295E1,1.449621709E2,5.331503518E1,1.259999990E0,3.450000000E1,1.072000027E1,8.000000000E0
8.277572992E1,-3.779739006E1,1.449621881E2,5.299803714E1,2.430000067E0,2.560000038E1,1.072000027E1,8.000000000E0
8.378111481E1,-3.779736560E1,1.449622077E2,5.350012187E1,1.990000010E0,2.650000000E1,1.072000027E1,8.000000000E0
8.477617809E1,-3.779734574E1,1.449622240E2,5.439047172E1,1.370000005E0,3.500000000E1,1.072000027E1,8.000000000E0
8.577588835E1,-3.779733015E1,1.449622371E2,5.425221545E1,1.250000000E0,3.350000000E1,1.072000027E1,8.000000000E0
8.679493820E1,-3.779731047E1,1.449622479E2,5.429772639E1,1.559999943E0,1.810000038E1,1.072000027E1,8.000000000E0
8.778910288E1,-3.779729065E1,1.449622576E2,5.408213017E1,1.409999967E0,1.330000019E1,1.072000027E1,8.000000000E0
8.880189070E1,-3.779727118E1,1.449622644E2,5.403438664E1,1.549999952E0,1.419999981E1,1.072000027E1,8.000000000E0
8.979805570E1,-3.779725190E1,1.449622710E2,5.376508636E1,1.399999976E0,1.580000019E1,1.072000027E1,8.000000000E0
9.078367278E1,-3.779723401E1,1.449622769E2,5.226849693E1,1.399999976E0,1.330000019E1,1.072000027E1,8.000000000E0
9.179790606E1,-3.779721710E1,1.449622825E2,5.181426962E1,1.379999995E0,1.239999962E1,1.072000027E1,8.000000000E0
9.278080861E1,-3.779720293E1,1.449622898E2,4.992187706E1,1.529999971E0,1.250000000E1,1.072000027E1,8.000000000E0
9.377707861E1,-3.779718604E1,1.449622947E2,5.075915478E1,1.659999967E0,1.080000019E1,1.072000027E1,8.000000000E0
9.477820345E1,-3.779716905E1,1.449622990E2,5.032922129E1,1.590000033E0,1.130000019E1,1.072000027E1,8.000000000E0
9.579121877E1,-3.779715291E1,1.449623020E2,5.040399248E1,1.440000057E0,8.600000381E0,1.072000027E1,8.000000000E0
9.679152137E1,-3.779713529E1,1.449623011E2,5.096234679E1,1.679999948E0,6.999999881E-1,1.072000027E1,1.200000000E1
9.778210314E1,-3.779711622E1,1.449622959E2,5.104591090E1,1.730000019E0,3.501000061E2,1.072000027E1,1.200000000E1
9.877897460E1,-3.779709992E1,1.449622909E2,5.026479856E1,1.450000048E0,3.480000000E2,1.072000027E1,1.200000000E1
9.979879850E1,-3.779708959E1,1.449622916E2,4.906340851E1,1.149999976E0,3.552999878E2,1.072000027E1,1.200000000E1
1.007777541E2,-3.779707734E1,1.449622940E2,4.962574234E1,1.399999976E0,2.099999905E0,1.072000027E1,1.200000000E1
1.018157919E2,-3.779706292E1,1.449622962E2,4.994698043E1,1.350000024E0,3.400000095E0,1.072000027E1,1.200000000E1
1.027766262E2,-3.779704643E1,1.449622972E2,5.109145594E1,1.580000043E0,3.582000122E2,1.072000027E1,1.200000000E1
1.037816491E2,-3.779702767E1,1.449622971E2,5.271535683E1,1.629999995E0,3.587000122E2,1.072000027E1,1.200000000E1
1.047797686E2,-3.779700853E1,1.449622974E2,5.348165082E1,1.629999995E0,3.597000122E2,1.072000027E1,8.000000000E0
1.057794271E2,-3.779699112E1,1.449622988E2,5.423049277E1,1.360000014E0,6.000000238E-1,1.072000027E1,8.000000000E0
1.067809558E2,-3.779697624E1,1.449622998E2,5.457803749E1,1.009999990E0,1.200000048E0,1.072000027E1,8.000000000E0
1.077799916E2,-3.779696137E1,1.449623002E2,5.428416472E1,1.450000048E0,3.568999939E2,1.072000027E1,8.000000000E0
1.087750283E2,-3.779694588E1,1.449623016E2,5.339360855E1,1.320000052E0,3.583999939E2,1.072000027E1,8.000000000E0
1.097821478E2,-3.779693043E1,1.449623043E2,5.441961544E1,1.399999976E0,2.700000048E0,1.072000027E1,8.000000000E0
1.107936063E2,-3.779691403E1,1.449623085E2,5.483038238E1,1.539999962E0,8.800000191E0,1.072000027E1,8.000000000E0
1.117888589E2,-3.779689566E1,1.449623116E2,5.638427190E1,1.460000038E0,1.239999962E1,9.648000717E0,8.000000000E0
1.127793752E2,-3.779688029E1,1.449623169E2,5.578503064E1,1.330000043E0,1.610000038E1,9.648000717E0,8.000000000E0
1.137881822E2,-3.779686506E1,1.449623223E2,5.573791361E1,1.370000005E0,1.950000000E1,9.648000717E0,6.000000000E0
1.147874417E2,-3.779684981E1,1.449623277E2,5.564819410E1,1.379999995E0,1.970000076E1,9.648000717E0,6.000000000E0
1.157898599E2,-3.779683437E1,1.449623323E2,5.545874373E1,1.490000010E0,1.360000038E1,9.648000717E0,6.000000000E0
1.168089481E2,-3.779682152E1,1.449623318E2,5.359633656E1,1.370000005E0,6.000000238E-1,9.648000717E0,6.000000000E0
1.177898205E2,-3.779681050E1,1.449623254E2,5.204272205E1,1.409999967E0,3.440000000E2,9.648000717E0,6.000000000E0
1.187852361E2,-3.779679969E1,1.449623141E2,5.189237558E1,1.500000000E0,3.277999878E2,9.648000717E0,6.000000000E0
1.197838017E2,-3.779679164E1,1.449623028E2,5.256576851E1,1.159999967E0,3.212999878E2,9.648000717E0,6.000000000E0
1.207854466E2,-3.779678783E1,1.449622925E2,5.258023830E1,8.700000048E-1,3.146000061E2,9.648000717E0,6.000000000E0
1.217852658E2,-3.779678402E1,1.449622768E2,5.265575203E1,1.559999943E0,3.003999939E2,9.648000717E0,6.000000000E0
1.227759263E2,-3.779677947E1,1.449622590E2,5.269470681E1,1.350000024E0,2.932999878E2,9.648000717E0,4.000000000E0
1.237782622E2,-3.779677592E1,1.449622426E2,5.327303022E1,1.360000014E0,2.913999939E2,9.648000717E0,4.000000000E0
1.247958169E2,-3.779677280E1,1.449622257E2,5.401511326E1,1.279999971E0,2.903999939E2,9.648000717E0,4.000000000E0
1.257892348E2,-3.779677166E1,1.449622073E2,5.487121880E1,1.379999995E0,2.810000000E2,9.648000717E0,4.000000000E0
1.267813544E2,-3.779677294E1,1.449621865E2,5.459165519E1,1.590000033E0,2.736000061E2,9.648000717E0,4.000000000E0
1.277760052E2,-3.779677368E1,1.449621667E2,5.547035221E1,1.360000014E0,2.747999878E2,9.648000717E0,6.000000000E0
1.287712500E2,-3.779677413E1,1.449621483E2,5.580461247E1,1.450000048E0,2.808999939E2,9.648000717E0,6.000000000E0
1.297858282E2,-3.779677146E1,1.449621285E2,5.668586182E1,1.690000057E0,2.862000122E2,1.072000027E1,6.000000000E0
1.307974296E2,-3.779676707E1,1.449621106E2,5.748739059E1,1.399999976E0,2.862000122E2,1.072000027E1,6.000000000E0
1.317878776E2,-3.779676493E1,1.449620918E2,5.732359603E1,1.480000019E0,2.837000122E2,9.648000717E0,6.000000000E0
1.327772650E2,-3.779676420E1,1.449620724E2,5.682899656E1,1.450000048E0,2.812000122E2,9.648000717E0,6.000000000E0
1.337696061E2,-3.779676456E1,1.449620515E2,5.684453513E1,1.600000024E0,2.786000061E2,9.648000717E0,6.000000000E0
1.347805908E2,-3.779676421E1,1.449620308E2,5.729494646E1,1.360000014E0,2.827000122E2,9.648000717E0,6.000000000E0
1.357937752E2,-3.779676318E1,1.449620132E2,5.665953490E1,1.379999995E0,2.841000061E2,9.648000717E0,6.000000000E0
1.367877963E2,-3.779676117E1,1.449619937E2,5.698390117E1,1.629999995E0,2.762999878E2,9.648000717E0,6.000000000E0
1.377711049E2,-3.779675955E1,1.449619744E2,5.733988467E1,1.509999990E0,2.766000061E2,9.648000717E0,6.000000000E0
1.387843123E2,-3.779675872E1,1.449619558E2,5.651068889E1,1.669999957E0,2.842999878E2,9.648000717E0,6.000000000E0
1.397822157E2,-3.779675846E1,1.449619369E2,5.702219366E1,1.629999995E0,2.831000061E2,9.648000717E0,6.000000000E0
1.407808269E2,-3.779675834E1,1.449619176E2,5.776093352E1,1.509999990E0,2.827999878E2,9.648000717E0,6.000000000E0
1.418096048E2,-3.779675858E1,1.449618960E2,5.786088428E1,1.720000029E0,2.748999939E2,9.648000717E0,6.000000000E0
1.427763762E2,-3.779675536E1,1.449618796E2,5.639434795E1,1.250000000E0,2.892999878E2,9.648000717E0,6.000000000E0
1.437840531E2,-3.779675126E1,1.449618648E2,5.593812112E1,1.399999976E0,2.892999878E2,9.648000717E0,6.000000000E0
1.447766851E2,-3.779674446E1,1.449618491E2,5.605683784E1,1.450000048E0,2.898999939E2,9.648000717E0,8.000000000E0
1.457971350E2,-3.779673838E1,1.449618329E2,5.504323373E1,1.539999962E0,2.841000061E2,9.648000717E0,6.000000000E0
1.467813742E2,-3.779673400E1,1.449618150E2,5.521371996E1,1.559999943E0,2.822999878E2,9.648000717E0,6.000000000E0
1.477776871E2,-3.779672982E1,1.449617967E2,5.529149503E1,1.529999971E0,2.797000122E2,9.648000717E0,6.000000000E0
1.488081125E2,-3.779672516E1,1.449617798E2,5.451343140E1,1.539999962E0,2.801000061E2,9.648000717E0,6.000000000E0
1.497715722E2,-3.779671985E1,1.449617650E2,5.403138263E1,1.379999995E0,2.827000122E2,1.072000027E1,6.000000000E0
1.508013829E2,-3.779671499E1,1.449617511E2,5.386818144E1,1.460000038E0,2.846000061E2,1.072000027E1,6.000000000E0
1.518014945E2,-3.779671065E1,1.449617367E2,5.360317621E1,1.509999990E0,2.857999878E2,1.072000027E1,6.000000000E0
1.528075676E2,-3.779670800E1,1.449617200E2,5.356779463E1,1.549999952E0,2.837000122E2,1.072000027E1,6.000000000E0
1.537861649E2,-3.779670377E1,1.449617045E2,5.331182484E1,1.559999943E0,2.813999939E2,1.072000027E1,6.000000000E0
1.547786019E2,-3.779670109E1,1.449616873E2,5.357380715E1,1.629999995E0,2.780000000E2,1.072000027E1,6.000000000E0
1.557827113E2,-3.779669840E1,1.449616706E2,5.382724369E1,1.330000043E0,2.777000122E2,1.072000027E1,6.000000000E0
1.567774268E2,-3.779669578E1,1.449616542E2,5.387389297E1,1.500000000E0,2.782999878E2,1.072000027E1,6.000000000E0
1.577912963E2,-3.779669337E1,1.449616370E2,5.351240203E1,1.490000010E0,2.797999878E2,1.072000027E1,6.000000000E0
1.587849979E2,-3.779669162E1,1.449616205E2,5.350308508E1,1.409999967E0,2.805000000E2,9.648000717E0,6.000000000E0
1.597708467E2,-3.779669026E1,1.449616055E2,5.359954075E1,1.309999943E0,2.757999878E2,9.648000717E0,4.000000000E0
1.607945421E2,-3.779669054E1,1.449615896E2,5.452119876E1,1.399999976E0,2.702000122E2,9.648000717E0,4.000000000E0
